text,gloss
ফ্যাশন শৈলী সমাজে পরিবর্তন হচ্ছে,ফ্যাশন শৈলী সমাজ পরিবর্তন হওয়া
ভিডিও গেমস খেলা অনেক মানুষের জন্য জনপ্রিয় বিনোদন।,ভিডিও গেম খেলা অনেক মানুষ জন্য জনপ্রিয় বিনোদন
আমি নতুন দক্ষতা শিখছি।,আমি নতুন দক্ষতা শিখতে থাকা
নতুন প্রযুক্তি মানুষের জীবন সহজ করে।,নতুন প্রযুক্তি মানুষ জীবন সহজ করা
আমি এই সিনেমাটা খুব পছন্দ করি।,আমি সিনেমা এইটা পছন্দ করা খুব
আমি সাধারণত রঙিন পোশাক পরতে পছন্দ করি।,আমি সাধারণত রঙিন পোশাক পরা পছন্দ করা
বাঙালি নববর্ষে সবাই পান্তা-ইলিশ খায়।,বাঙালি নববর্ষ সবাই পান্তা ইলিশ খাওয়া
তুমি ভাত রান্না করতে পারবে?,তুমি ভাত রান্না করা পারা ?
হাতি পানি দিয়ে গোসল করতে ভালোবাসে।,হাতি পানি গোসল করা ভালোবাসে
আমার প্রিয় স্মৃতি হলো স্কুলের বন্ধুবান্ধবদের সাথে খেলাধুলা করা।,আমার প্রিয় স্মৃতি স্কুল বন্ধু সঙ্গে খেলাধুলা করা
আমি সোশ্যাল মিডিয়ায় ছবি পোস্ট করি।,আমি সোশ্যাল মিডিয়া ছবি পোস্ট করা
আমি প্রতিদিন নতুন কিছু শেখার চেষ্টা করি।,আমি প্রতিদিন নতুন কিছু শেখা চেষ্টা করা
আমার ছোটবেলার প্রিয় স্মৃতি হলো পরিবার নিয়ে সমুদ্রে বেড়াতে যাওয়া।,আমার ছোটবেলা প্রিয় স্মৃতি পরিবার সাথে সমুদ্র বেড়ানো যাওয়া
আমি ভবিষ্যতে ডাক্তার হতে চাই।,আমি ডাক্তার হতে চাই ভবিষ্যতে
নতুন দক্ষতা শিখতে তুমি কি চাও?,তুমি নতুন দক্ষতা শিখতে চাও ?
আমি ছবি আঁকতে ভালোবাসি।,আমি ছবি আঁকা ভালোবাসা
আমি গল্প লিখি,আমি গল্প লেখা
তুমি কার মতো হতে চাও?,তুমি কার মতো হওয়া চাওয়া
ছুটির দিনে আমরা একসাথে খাওয়া-দাওয়া করি।,ছুটি দিন আমরা একসাথে খাওয়া-দাওয়া করা
আমি বই পড়তে ভালোবাসি।,আমি বই পড়া ভালোবাসা
প্রতিদিন একটি লক্ষ্য নির্ধারণ করুন এবং সেটি অর্জনের জন্য কাজ করুন।,প্রতিদিন লক্ষ্য নির্ধারণ করা এবং সেই লক্ষ্য অর্জন জন্য কাজ করা
আমরা পহেলা বৈশাখে নতুন পোশাক পরি।,আমরা পহেলা বৈশাখ নতুন পোশাক পরা
নতুন অ্যাপ ডাউনলোড করেছি।,আমি নতুন অ্যাপ ডাউনলোড করা
আজ আকাশে মেঘ আছে।,আজ আকাশ মেঘ আছে
আমি বাসে করে স্কুলে যাই।,আমি বাসে স্কুলে যাওয়া
সময় ঠিকভাবে ব্যবহার করা প্রয়োজন।,সময় ঠিকভাবে ব্যবহার করা প্রয়োজন
জাতিসংঘে বাংলাদেশের স্থায়ী প্রতিনিধি নিযুক্ত হয়েছেন।,জাতিসংঘ বাংলাদেশ স্থায়ী প্রতিনিধি নিযুক্ত হওয়া
তুমি প্রতিদিন সকালে নাস্তা করো?,তুমি প্রতিদিন সকাল নাস্তা করা ?
আমি প্রতিদিন ভিডিও গেম খেলি।,আমি প্রতিদিন ভিডিও গেম খেলা
ছুটির দিনে আমরা বিশেষ খাবার রান্না করি।,ছুটি দিন আমরা বিশেষ খাবার রান্না করা
গল্প লেখা আমার পছন্দ।,আমার গল্প লেখা পছন্দ
পাখিরা সকালে গান গায়।,সকাল পাখি গান গাওয়া
আমি আজ রাতে একটি সিনেমা দেখব।,আমি আজ রাতে এক সিনেমা দেখা
কম্পিউটার আমাদের কাজ সহজ করে।,কম্পিউটার আমাদের কাজ সহজ করা
আমরা সমাজে একসঙ্গে শান্তিতে বাস করতে চাই।,আমরা সমাজ একসঙ্গে শান্তিতে বাস করতে চাই
তার খাওয়ার অভ্যাস খুব খারাপ।,তার খাওয়া অভ্যাস খুব খারাপ
পূজার সময় সবাই মন্দিরে যায়।,পূজা সময় সবাই মন্দির যাওয়া
বনে অনেক গাছ আছে।,বনে অনেক গাছ থাকা
নীল আকাশে সাদা মেঘ ভেসে যাচ্ছে।,নীল আকাশ সাদা মেঘ ভাসা যাচ্ছে
আমার মা আমার আদর্শ।,আমার মা আমার আদর্শ
আমি ভিডিও গেম খেলতে ভালোবাসি।,আমি ভিডিও গেম খেলতে ভালোবাসা
আপনি কি চিত্র আঁকতে ভালোবাসেন?,আপনি চিত্র আঁকতে ভালোবাসেন ?
বাইরে আকাশ মেঘলা হয়েছে।,বাইরে আকাশ মেঘলা হওয়া
আমি ইংরেজি শিখতে চাই।,আমি ইংরেজি শিখতে চাই
খবরে আজ অনেক আলোচনা হয়েছে।,খবরে আজ অনেক আলোচনা হওয়া
আমি ফটোগ্রাফি করতে ভালোবাসি।,আমি ফটোগ্রাফি ভালোবাসা করা
আমি নতুন একটি মোবাইল অ্যাপ ডাউনলোড করেছি।,আমি নতুন মোবাইল অ্যাপ ডাউনলোড করা
প্রতিদিনের কাজের জন্য একটি তালিকা তৈরি করুন।,প্রতিদিন কাজ তালিকা তৈরি করা
আমি প্রতিদিন স্কুলে পড়তে যাই।,আমি প্রতিদিন স্কুলে পড়া যাওয়া
স্কুল শেষে তুমি কী কী করো?,স্কুল শেষ পরে তুমি কী কী করা ?
স্কুল শেষে আমি খেলতে যাই।,স্কুল শেষে আমি খেলা যাওয়া
আমি প্রতিদিন সকালে ঘুম থেকে উঠি।,আমি প্রতিদিন সকাল ঘুম থেকে উঠা
হাতি পৃথিবীর সবচেয়ে বড় স্থলজ প্রাণী।,হাতি পৃথিবী সবচেয়ে বড় স্থল প্রাণী
আমার শিক্ষক খুব সাহায্য করেন।,আমার শিক্ষক খুব সাহায্য করা
আমি প্রতিদিন স্কুলে পড়ি।,আমি প্রতিদিন স্কুলে পড়া
গল্প লেখা আমার পছন্দ,গল্প লেখা আমি পছন্দ
এখানে একটি হাসপাতাল আছে।,এখানে হাসপাতাল আছে
আমি নতুন মোবাইল অ্যাপ ডাউনলোড করতে চাই।,আমি নতুন মোবাইল অ্যাপ ডাউনলোড করতে চাই
আমি প্রতিদিন স্কুলে পড়তে যাই।,আমি প্রতিদিন স্কুল পড়া যাওয়া
পহেলা বৈশাখে সবাই নতুন পোশাক পরে।,পহেলা বৈশাখে সবাই নতুন পোশাক পরা
আমি গান শুনতে ভালোবাসি।,আমি গান শুনতে ভালোবাসা
জীবনে ভুল থেকে শেখা গুরুত্বপূর্ণ।,জীবন ভুল শেখা গুরুত্বপূর্ণ
বাসে অনেক যাত্রী ভ্রমণ করে।,বাস অনেক যাত্রী ভ্রমণ করা
পহেলা বৈশাখে সবাই নতুন পোশাক পরে।,পহেলা বৈশাখ সবাই নতুন পোশাক পরা
আমি অনেক বই পড়ি।,আমি অনেক বই পড়া
জাতিসংঘ বৈঠক আজ অনুষ্ঠিত হবে।,জাতিসংঘ বৈঠক আজ অনুষ্ঠিত হওয়া
আমি অবসর সময়ে বই পড়ি।,আমি অবসর সময় বই পড়া
বনে অনেক বড় গাছ আছে।,বন বড় গাছ অনেক থাকা
বৃক্ষ আমাদের পরিবেশের জন্য গুরুত্বপূর্ণ।,বৃক্ষ আমাদের পরিবেশ জন্য গুরুত্বপূর্ণ
পহেলা বৈশাখ বাংলাদেশের একটি জনপ্রিয় উৎসব।,পহেলা বৈশাখ বাংলাদেশ জনপ্রিয় উৎসব।
সে অনেক পুরস্কার পেয়েছে।,সে অনেক পুরস্কার পাওয়া
মোবাইল অ্যাপ আমাদের দৈনন্দিন কাজ সহজ করে তোলে।,মোবাইল অ্যাপ আমাদের দৈনন্দিন কাজ সহজ করা
আমি স্বাস্থ্য ভালো রাখতে চাই।,আমি স্বাস্থ্য ভালো রাখা চাই
আমি আজ আমার বাড়ির কাজ শেষ করব।,আমি আজ বাড়ির কাজ শেষ করতে চাই
আমি প্রতিদিন রাতে দশটায় ঘুমাতে যাই।,আমি প্রতিদিন রাত দশটা ঘুমাতে যাওয়া
আমাদের পাড়ায় অনেক মানুষ একসাথে থাকে।,আমাদের পাড়া অনেক মানুষ একসাথে থাকা
পরিবেশ রক্ষায় আমাদের সচেতন হতে হবে।,পরিবেশ রক্ষা আমাদের সচেতন হওয়া দরকার
বন ধ্বংস হলে পরিবেশের ভারসাম্য নষ্ট হয়।,বন ধ্বংস হলে পরিবেশ ভারসাম্য নষ্ট হওয়া
আমি আমার বন্ধুদের সঙ্গে সময় কাটাতে ভালোবাসি।,আমি বন্ধু সঙ্গে সময় কাটানো ভালোবাসা
আমি আজ খুব দুঃখিত অনুভব করছি।,আমি আজ খুব দুঃখিত অনুভব করা
স্থানীয় সমাজের উন্নয়নে সবাইকে একসাথে কাজ করতে হবে।,স্থানীয় সমাজ উন্নয়ন সবাই একসাথে কাজ করা প্রয়োজন
এই খবর নিয়ে সবাই আলোচনা করছে।,এই খবর নিয়ে সবাই আলোচনা করা
ভিডিও গেম খেলা অনেক মজার।,ভিডিও গেম খেলা অনেক মজা
স্কুল শেষের পরে তুমি কী করো?,স্কুল শেষ পরে তুমি কী করা
আমি অসুস্থ বোধ করছি,আমি বোধ করা অসুস্থ
আমার একটি বিড়াল আছে।,আমার একটি বিড়াল থাকা
তোমার আগামীকাল বাড়ির কাজ জমা দিতে হবে।,তোমার আগামীকাল বাড়ির কাজ জমা দিতে হবে
আমার পরিবারের সদস্য সংখ্যা পাঁচজন।,আমার পরিবার সদস্য সংখ্যা পাঁচজন
আমি মোবাইলে নতুন একটি অ্যাপ ডাউনলোড করেছি।,আমি মোবাইল নতুন অ্যাপ ডাউনলোড করা
ফ্যাশন স্টাইল সবসময় পরিবর্তন হয়।,ফ্যাশন স্টাইল সবসময় পরিবর্তন হওয়া
স্কুল শেষে আমি বন্ধুদের সঙ্গে খেলি।,স্কুল শেষ আমি বন্ধু সঙ্গে খেলা
মোবাইল অ্যাপ ব্যবহার করে কাজ করা সহজ।,মোবাইল অ্যাপ ব্যবহার করে কাজ করা সহজ
আমার একটি পোষা বিড়াল আছে।,আমার পোষা বিড়াল থাকা
আমি প্রতিদিন সকাল ছয়টায় ঘুম থেকে উঠি।,আমি প্রতিদিন সকাল ছয়টা ঘুম থেকে উঠা
অনেকে তাদের পোশাকের মাধ্যমে তাদের ফ্যাশন স্টাইল প্রকাশ করে।,অনেক মানুষ পোশাক দিয়ে ফ্যাশন স্টাইল প্রকাশ করা
আমি আগামী বছর নতুন একটি দক্ষতা শিখতে চাই,আমি আগামী বছর নতুন দক্ষতা শিখা চাই
আমি প্রতিদিন সকালে নাস্তা করি।,প্রতিদিন সকাল নাস্তা খাওয়া
আমি এই ছবি পছন্দ করি।,আমি এই ছবি পছন্দ করা
বৃষ্টি হলে গাছপালা বেশি সবুজ দেখায়।,বৃষ্টি হলে গাছপালা বেশি সবুজ দেখা
সমাজের উন্নতির জন্য সবাইকে একসাথে কাজ করতে হবে।,সমাজ উন্নতি জন্য সবাই একসাথে কাজ করা প্রয়োজন
আমি আগামী বছর বিশ্ববিদ্যালয়ে ভর্তি হতে চাই।,আমি আগামী বছর বিশ্ববিদ্যালয়ে ভর্তি হওয়া চাই
ভুল খাওয়ার অভ্যাস আমাদের স্বাস্থ্যের জন্য ক্ষতিকর হতে পারে।,ভুল খাওয়া অভ্যাস আমাদের স্বাস্থ্য জন্য ক্ষতিকর হতে পারে।
ঘোড়ার দাঁত সারা জীবন বাড়তে থাকে।,ঘোড়া দাঁত জীবনভর বাড়া থাকে।
আমাদের সমাজে সবাই কি একে অপরকে সাহায্য করে?,আমাদের সমাজ সবাই একে অপর সাহায্য করা?
তুমি কি আজ রাতে সিনেমা দেখতে চাও?,তুমি আজ রাত সিনেমা দেখা চাই?
আমি ডাক্তার হতে চাই।,আমি ডাক্তার হওয়া চাই।
আমি প্রতিদিন সকালের নাস্তা খাই।,আমি প্রতিদিন সকাল নাস্তা খাওয়া।
সে ফুটবল খেলতে মাঠে যায়।,সে মাঠ ফুটবল খেলা যাওয়া।
জাতিসংঘ নতুন শান্তি চুক্তি ঘোষণা করেছে।,জাতিসংঘ নতুন শান্তি চুক্তি ঘোষণা করা
আমার একটি বিড়াল আছে।,আমি একটা বিড়াল থাকা
আমি নতুন দক্ষতা শিখতে চাই।,আমি নতুন দক্ষতা শিখতে চাই।
এটা কি তোমার পাড়া?,এটা তোমার পাড়া কি?
আমি আজকের বাড়ির কাজ শেষ করেছি।,আমি আজকের বাড়ির কাজ শেষ করা।
স্কুল শেষে আমি বন্ধুদের সাথে খেলি।,স্কুল শেষে আমি বন্ধু সাথে খেলা।
সে পরীক্ষায় প্রথম হয়েছে।,সে পরীক্ষা প্রথম হওয়া।
জীবনে সৎ থাকা খুব গুরুত্বপূর্ণ।,জীবন সৎ থাকা খুব গুরুত্বপূর্ণ।
প্রতিদিন আমি স্কুলে সময়মতো পৌঁছাই।,আমি প্রতিদিন স্কুল সময়মতো পৌঁছানো।
স্ট্রেস কমানোর জন্য গভীর শ্বাস নিন।,স্ট্রেস কমানো জন্য গভীর শ্বাস নেওয়া
বোর লাগলে বই পড়ি।,"বোর লাগা, বই পড়া।"
পরীক্ষা কখন শুরু হবে?,পরীক্ষা কখন শুরু করা?
ছবি আঁকতে ভালোবাসি।,ছবি আঁকা ভালোবাসা।
আমি আজ রাতে একটি সিনেমা দেখব।,আমি আজ রাত সিনেমা দেখা।
আপনি কি এই কম্পিউটার ব্যবহার করেছেন?,আপনি কি এই কম্পিউটার ব্যবহার করা?
আমি এই বইটি পছন্দ করি।,আমি এই বই পছন্দ করা।
আমি নতুন বন্ধু বানাতে চাই।,আমি নতুন বন্ধু বানানো চাই।
বর্তমানে প্রযুক্তির নতুন নতুন ধারা জনপ্রিয় হচ্ছে।,বর্তমানে প্রযুক্তি নতুন ধারা জনপ্রিয় হওয়া।
ফ্যাশন স্টাইল পরিবর্তন হচ্ছে।,ফ্যাশন স্টাইল পরিবর্তন হওয়া।
তুমি কি ধরণের গান শুনতে পছন্দ করো?,তুমি কোন ধরণের গান শুনতে পছন্দ করা?
তুমি কি এই অ্যাপ ব্যবহার করো?,তুমি এই অ্যাপ ব্যবহার করা?
আমি এই সিনেমাটি পছন্দ করি।,আমি এই সিনেমা পছন্দ করা।
আমি বোরিং লাগলে ছবি আঁকতে থাকি।,আমি বোরিং লাগা ছবি আঁকা।
আমার ছোটবেলার একটি প্রিয় স্মৃতি হচ্ছে গ্রামের পুকুরে সাঁতার কাটা।,আমার ছোটবেলার প্রিয় স্মৃতি গ্রাম পুকুরে সাঁতার করা।
আমি আজ বাজারে নতুন জামা কিনতে যাচ্ছি।,আমি আজ বাজার নতুন জামা কিনতে যাওয়া।
স্কুল শেষে আমি খেলতে যাই।,স্কুল শেষ আমি খেলা যাওয়া।
আমরা পরিবেশ রক্ষা করতে হবে।,আমরা পরিবেশ রক্ষা করা উচিত।
সে ভিডিও গেম খেলতে ভালোবাসে।,সে ভিডিও গেম খেলা ভালোবাসা।
তুমি কোন ধরনের গান পছন্দ করো?,তুমি কোন ধরনের গান পছন্দ করা?
বর্তমানে কী কী প্রবণতা দেখা যাচ্ছে?,বর্তমানে কী কী প্রবণতা দেখা যাচ্ছে?
আমি স্কুলে পড়ি।,আমি স্কুল পড়া।
আপনি কি নতুন বন্ধু বানাতে চান?,আপনি নতুন বন্ধু বানানো চাই?
আমি একটি নতুন জামা কিনতে দোকানে গেলাম।,আমি নতুন জামা কিনতে দোকান যাওয়া।
একটি উট তিন সপ্তাহ পানি না খেয়ে থাকতে পারে।,উট তিন সপ্তাহ পানি না খেয়ে থাকা পারে।
তারা আজ খবর আলোচনা করছে।,তারা আজ খবর আলোচনা করা
আপনি কীভাবে আপনার সময় বাড়াতে পারেন?,আপনি কীভাবে সময় বাড়ানো পারেন?
নতুন দক্ষতা শেখা প্রয়োজন।,নতুন দক্ষতা শেখা প্রয়োজন।
স্ট্রেস কমানোর জন্য শ্বাস নিতে হয়।,স্ট্রেস কমানো জন্য শ্বাস নেওয়া দরকার।
পাখিরা সকালে গাছে গান গায়।,পাখি সকাল গাছ গান গাওয়া।
আমি প্রতিদিন সকালে ফুটবল খেলি।,আমি প্রতিদিন সকালে ফুটবল খেলতে ভালো লাগে।
তুমি কি সোশ্যাল মিডিয়া ব্যবহার করো?,তুমি সোশ্যাল মিডিয়া ব্যবহার করা?
আমি ছবি তুলতে ভালোবাসি।,আমি ছবি তোলা ভালোবাসা।
বাংলা নববর্ষে সবাই পান্তা-ইলিশ খায়।,বাংলা নববর্ষ সবাই পান্তা-ইলিশ খাওয়া।
তুমি কত ঘণ্টা ঘুমাও?,তুমি কত ঘণ্টা ঘুমানো
আমি বাজারে নতুন জামা কিনতে গেলাম।,আমি বাজার নতুন জামা কিনতে যাওয়া।
এই পাড়ায় কয়জন মানুষ থাকে?,এই পাড়া কয়জন মানুষ থাকা?
পোস্ট অফিসটা স্কুলের পাশে।,পোস্ট অফিস স্কুল পাশে।
আমি নতুন একটি পোস্ট করেছি।,আমি নতুন পোস্ট করা।
তুমি কখন ঢাকা যাবে?,তুমি ঢাকা কবে যাওয়া?
নতুন ফ্যাশন স্টাইল যুবকদের মধ্যে জনপ্রিয় হচ্ছে।,নতুন ফ্যাশন স্টাইল যুবক মধ্যে জনপ্রিয় হওয়া।
বর্তমানে কোন কোন ধারাগুলো জনপ্রিয় হচ্ছে?,বর্তমানে কোন কোন ধারা জনপ্রিয় হওয়া?
তুমি কীভাবে ঈদ উদযাপন করো?,তুমি কীভাবে ঈদ উদযাপন করা?
নতুন বন্ধু বানাতে আমি চেষ্টা করি।,আমি নতুন বন্ধু বানানো চেষ্টা করা।
আমি এখন খুব খুশি।,আমি এখন খুব খুশি থাকা।
সে বাসে স্কুলে যায়।,সে বাস স্কুলে যাওয়া।
কাজের সময় লক্ষ্য ঠিক রাখা জরুরি।,কাজ সময় লক্ষ্য ঠিক রাখা জরুরি।
আমি নতুন একটি অ্যাপ ডাউনলোড করেছি।,আমি নতুন অ্যাপ ডাউনলোড করা।
কম্পিউটার ব্যবহার করা আমাদের কাজকে সহজ করে।,কম্পিউটার ব্যবহার করা আমাদের কাজ সহজ করা।
আমি আজ খুব দুঃখিত বোধ করছি।,আমি আজ খুব দুঃখিত বোধ করা।
আজকের সংবাদের আলোচনাটি শুরু হয়েছে।,আজকের সংবাদ আলোচনা শুরু হওয়া।
আমি আগামীকাল ঢাকা যাব।,আমি আগামীকাল ঢাকা যাওয়া।
ছুটির দিনে আমরা পিঠা বানাই।,ছুটি দিন আমরা পিঠা বানানো।
আমি আজ বাসে স্কুলে যাব।,আমি আজ বাসে স্কুলে যাওয়া।
আমি সামাজিক মিডিয়ায় ছবি পোস্ট করি।,আমি সামাজিক মিডিয়া ছবি পোস্ট করা।
আমি প্রতিদিন স্কুলে যাই।,আমি প্রতিদিন স্কুলে যাওয়া।
জাতিসংঘে নতুন চুক্তি স্বাক্ষরিত হয়েছে।,জাতিসংঘ নতুন চুক্তি স্বাক্ষর করা হয়েছে
আমি ভাত রান্না করছি।,আমি ভাত রান্না করা।
আমি নতুন বন্ধু তৈরি করতে চাই।,আমি নতুন বন্ধু তৈরি করা চাই
আমার শিক্ষক এবং সহপাঠীরা খুব সহায়ক।,আমার শিক্ষক সহপাঠী খুব সহায়ক।
আমি অসুস্থ বোধ করছি।,আমি অসুস্থ বোধ করা
ছুটির দিনে সবাই একসাথে খাওয়া-দাওয়া করে।,ছুটি দিন সবাই একসাথে খাওয়া-দাওয়া করা।
বনে অনেক গাছ আছে।,বনে অনেক গাছ থাকা।
রান্নাঘরে ভাত রান্না হচ্ছে।,রান্নাঘর ভাত রান্না হওয়া।
আমি নতুন জামা কিনতে বাজারে যাব।,আমি নতুন জামা কিনা বাজার যেতে।
সময় ঠিকভাবে ব্যবস্থাপনা করা দরকার।,সময় ঠিকভাবে ব্যবস্থাপনা করা দরকার।
সময় সঠিকভাবে ব্যবস্থাপনা করা গুরুত্বপূর্ণ।,সময় সঠিকভাবে ব্যবস্থাপনা করা গুরুত্বপূর্ণ।
আমার শিক্ষক আমাকে পড়াতে আসেন।,আমার শিক্ষক আমাকে পড়ানো আসা।
আমার এক ভাই আছে।,আমি এক ভাই থাকা।
আজ আকাশে মেঘ আছে।,আজ আকাশ মেঘ থাকা
বনগুলো আমাদের পরিবেশ রক্ষা করে।,বনগুলো আমাদের পরিবেশ রক্ষা করা।
আমি একজন ডাক্তার হতে চাই।,আমি ডাক্তার হওয়া চাই।
রোল মডেল আমাদের অনুপ্রেরণা দেয়।,রোল মডেল আমাদের অনুপ্রেরণা দেওয়া
আমি বন্ধুর সঙ্গে সময় কাটাই।,আমি বন্ধু সঙ্গে সময় কাটানো।
প্রতিটি সমাজের নিজস্ব নিয়ম রয়েছে।,প্রতিটি সমাজ নিজস্ব নিয়ম থাকা।
স্বাস্থ্যই সকল সুখের মূল।,স্বাস্থ্য সব সুখ মূল।
আমাদের পাড়া খুব শান্ত এবং সবাই একে অপরকে সাহায্য করে।,আমাদের পাড়া খুব শান্ত এবং সবাই একে অপর সাহায্য করা।
স্কুল জীবনে অনেক স্মৃতি তৈরি হয়।,স্কুল জীবন অনেক স্মৃতি তৈরি হয়েছে।
আমি নতুন দক্ষতা শিখছি।,আমি নতুন দক্ষতা শেখা।
পরিবেশ রক্ষা করা আমাদের সকলের দায়িত্ব।,পরিবেশ রক্ষা করা আমাদের সকলের দায়িত্ব থাকা।
আমি একজন ভালো ডাক্তার হতে চাই।,আমি ভালো ডাক্তার হওয়া চাই।
আমি প্রতিদিন স্থানীয় বাজারে যাই।,আমি প্রতিদিন স্থানীয় বাজারে যাওয়া।
আমি এই ছবিটি খুব পছন্দ করি।,আমি এই ছবি খুব পছন্দ করা।
ভিডিও গেম খেললে শিশুদের শেখার দক্ষতা বাড়তে পারে।,শিশু ভিডিও গেম খেলা শেখার দক্ষতা বাড়া পারে।
"একসাথে কাজ করলে সমাজে পরিবর্তন আনা সম্ভব, তাই আমাদের মিলেমিশে সহযোগিতা করতে হবে।","একসাথে কাজ করা সমাজ পরিবর্তন আনা সম্ভব, আমাদের মিলেমিশে সহযোগিতা করা জরুরি।"
আমার শিক্ষক আমাকে সাহায্য করেন।,আমার শিক্ষক আমাকে সাহায্য করা
তুমি কি এই জামাটা কিনবে?,তুমি এই জামা কেনা (প্রশ্ন)?
আমার প্রিয় স্মৃতি হলো ছোটবেলায় পরিবারের সঙ্গে বেড়াতে যাওয়া।,আমার প্রিয় স্মৃতি ছোটবেলা পরিবার সঙ্গে বেড়াতে যাওয়া।
আপনি কোন কোন অ্যাপ ব্যবহার করেন?,আপনি কোন কোন অ্যাপ ব্যবহার করা?
আমি ভাত রান্না করছি।,আমি ভাত রান্না করা
আমি আজ বাসে করে স্কুলে যাব।,আমি আজ বাস স্কুল যাওয়া।
ভালো মানুষরা আমাদের জন্য অনুপ্রেরণা হিসেবে কাজ করে।,ভালো মানুষ আমাদের জন্য অনুপ্রেরণা কাজ করা
আমি প্রতিদিন সকালে দুধ ও ফল খাই।,আমি সকাল দুধ ফল খাওয়া।
তুমি কোন অ্যাপ ব্যবহার করছো?,তুমি কোন অ্যাপ ব্যবহার করা শেষ (প্রশ্ন)?
আমি ভিডিও গেম খেলতে ভালোবাসি।,আমি ভিডিও গেম খেলতে ভালোবাসা।
আমি অফিসে কাজ করি।,আমি অফিস কাজ করা।
আমি প্রতিদিন সকালে নাস্তা খাই।,আমি প্রতিদিন সকাল নাস্তা খাওয়া।
তিনি সমাজের জন্য কাজ করেন।,তিনি সমাজ কাজ করা
নতুন প্রযুক্তি আমাদের জীবন পরিবর্তন করছে।,নতুন প্রযুক্তি আমাদের জীবন পরিবর্তন করা
জীবনে ভুল থেকে শেখা জরুরি,জীবন ভুল শেখা জরুরি
সে প্রতিদিন রাতে খুব দেরিতে খায়।,সে রাত খাওয়া দেরি করা খুব
আমি সবচেয়ে বেশি ধ্রুপদী গান পছন্দ করি।,আমি বেশি ধ্রুপদী গান পছন্দ করা।
আজকের সংবাদ আলোচনাটি খুবই গুরুত্বপূর্ণ।,আজ সংবাদ আলোচনা খুব গুরুত্বপূর্ণ।
সে প্রতিদিন সোশ্যাল মিডিয়ায় ছবি পোস্ট করে।,সে প্রতিদিন সোশ্যাল মিডিয়া ছবি পোস্ট করা।
আজকের ফ্যাশন স্টাইল অনেক জনপ্রিয়।,আজ ফ্যাশন স্টাইল জনপ্রিয়।
সে অনেক পুরস্কার পেয়েছে।,সে পুরস্কার অনেক পাওয়া
বর্তমানে প্রযুক্তির দ্রুত পরিবর্তন হচ্ছে।,এখন প্রযুক্তি দ্রুত পরিবর্তন হওয়া
আমি গতকাল একটি নতুন সিনেমা দেখেছি।,আমি গতকাল নতুন সিনেমা দেখা।
আমার প্রিয় স্মৃতিগুলো স্কুল জীবনের।,আমার প্রিয় স্মৃতি স্কুল জীবন।
আমি প্রতিদিন বাসে করে অফিসে যাই।,আমি প্রতিদিন বাসে অফিসে যাওয়া।
সময় ঠিকভাবে ব্যবহার করা খুব গুরুত্বপূর্ণ।,সময় ঠিকভাবে ব্যবহার করা গুরুত্বপূর্ণ।
আমি বাজারে নতুন জামা কিনতে যাচ্ছি।,আমি বাজার নতুন জামা কিনতে যাওয়া।
হাতি পানিতে খুব ভাল সাঁতার কাটতে পারে।,হাতি পানি ভাল সাঁতার কাটা পারা
আমি বাংলা গান শুনতে পছন্দ করি।,আমি বাংলা গান শুনা পছন্দ করা
সে নিয়মিত ব্যায়াম করে।,সে নিয়মিত ব্যায়াম করা।
তুমি কি এই কম্পিউটার ব্যবহার করতে পারো?,তুমি কম্পিউটার ব্যবহার করা পারা (প্রশ্ন)?
আমরা সবাই মিলে সমাজ গঠন করি।,আমরা সবাই সঙ্গে সমাজ তৈরি করা।
বনে অনেক গাছ আছে।,বন গাছ অনেক আছে।
আজ আকাশে মেঘ আছে।,আজ আকাশ মেঘ আছে।
তুমি কি পরীক্ষা দিয়েছো?,তুমি পরীক্ষা দেওয়া কি?
হাতি পৃথিবীর সবচেয়ে বড় স্থলজ প্রাণী।,হাতি পৃথিবী সবচেয়ে বড় স্থলজ প্রাণী।
তুমি কোন অ্যাপ ব্যবহার করছো?,তুমি কোন অ্যাপ ব্যবহার করা?
আপনার পছন্দের পেশা কী?,আপনি পছন্দ পেশা কী (প্রশ্ন)?
আমি বন্ধুদের সাথে সময় কাটাই।,আমি বন্ধু সাথে সময় কাটানো।
আমার শৈশবের স্মৃতিগুলো আমার খুব প্রিয়।,আমার শৈশব স্মৃতি আমার খুব প্রিয়।
আমি আজ খুব দুঃখিত বোধ করছি।,আজ আমি খুব দুঃখিত বোধ করা।
স্ট্রেস কমাতে আমি ধ্যান করি।,আমি স্ট্রেস কমানো জন্য ধ্যান করা।
একটি শামুক চলতে অনেক সময় নেয়।,শামুক চলা অনেক সময় লাগে।
পরিবারের সবাই একসাথে ঈদের দিনে বিশেষ খাবার খায়।,পরিবার সবাই একসাথে ঈদ দিন বিশেষ খাবার খাওয়া।
আমি আগামীকাল ঢাকা যেতে চাই।,আগামীকাল ঢাকা যাওয়া চাই।
বনে অনেক গাছ ও পশু-পাখি আছে।,বন অনেক গাছ পশু পাখি থাকা
আমি আজ খুব আনন্দিত অনুভব করছি।,আমি আজ আনন্দিত অনুভব করা।
আমি ধ্রুপদী সংগীত শুনতে পছন্দ করি।,আমি ধ্রুপদী সংগীত শোনা পছন্দ করা।
