text,gloss
আমরা রাতে ছাদের ওপর বসে চাঁদ দেখছিলাম।,রাত আমরা ছাদ বসা চাঁদ দেখা।
আপনার বক্তব্য শ্রোতাদের গভীরভাবে প্রভাবিত করেছে।,আপনার কথা মানুষ অনেক পছন্দ করা/প্রভাবিত।
আমি মন ভালো করতে গান শুনেছি।,মন ভালো করা গান শোনা।
তুমি কেন এমন সিদ্ধান্ত নিলে?,তুমি এমন সিদ্ধান্ত নেওয়া কেন?
সে আজ সহকর্মীদের সঙ্গে দলীয় পরিকল্পনা বানাচ্ছিল।,সে আজ সহকর্মী সাথে টিম প্ল্যান করা।
আমরা চায়ের দোকানে বসে গল্প করছিলাম।,আমরা চা দোকান বসা গল্প করা।
আপনার স্বাস্থ্যগত অবস্থার উন্নতি লক্ষণীয়।,আপনার শরীর ভালো হওয়া দেখা।
আমি আগামীকাল নতুন একটি জায়গা ঘুরতে চাই।,আগামীকাল আমি নতুন জায়গা ঘোরা ইচ্ছা।
তুমি কি আজ রিপোর্টটি শেষ করেছ?,তুমি আজ রিপোর্ট শেষ করা (প্রশ্ন)?
সে সকালে খবর দেখে দেশের পরিস্থিতি বুঝেছে।,সে সকাল খবর দেখা দেশ অবস্থা বোঝা।
আমরা সমাজসেবামূলক একটি প্রকল্প শুরু করেছি।,আমরা সমাজ সেবা কাজ শুরু করা।
আপনার পরামর্শ আমাদের জন্য সহায়ক।,আপনার বুদ্ধি/পরামর্শ আমাদের সাহায্য।
আমি নতুন দক্ষতা শিখলে আনন্দ পাই।,আমি নতুন কাজ শেখা খুশি পাওয়া।
তুমি কি তখনো অফিসে কাজ করছিলে?,তুমি তখন অফিস কাজ করা (প্রশ্ন)?
সে আজ সাইকেল রেসে অংশ নিচ্ছে।,সে আজ সাইকেল রেস অংশ নেওয়া।
আমরা শহরের ট্রাফিক সমস্যা নিয়ে জরিপ করেছি।,আমরা শহর জ্যাম সমস্যা পরীক্ষা করা।
আপনার পরিবার খুব অতিথিপরায়ণ।,আপনার পরিবার মেহমান পছন্দ করা।
আমি কখনো সমুদ্রের বিশাল ঢেউ এত কাছে থেকে দেখিনি।,আগে সমুদ্র বড় ঢেউ এত কাছে দেখা না।
তুমি কি তোমার ভুলে অনুতপ্ত?,তুমি তোমার ভুল জন্য দুঃখিত (প্রশ্ন)?
সে আগামী সপ্তাহে তার গবেষণা জমা দেবে।,আগামী সপ্তাহ সে গবেষণা জমা দেওয়া।
আমরা বৃষ্টির মাঝে হাঁটতে খুব উপভোগ করেছি।,আমরা বৃষ্টি হাঁটা অনেক আনন্দ পাওয়া।
আপনার ব্যাগটি নিরাপদে রেখে দিন।,আপনার ব্যাগ ভালো জায়গা রাখা।
আমি নতুন চাকরির সাক্ষাৎকার নিয়ে চিন্তিত।,আমি নতুন চাকরি ইন্টারভিউ চিন্তা।
তুমি দয়া করে একটু ধীরে হাঁটো।,দয়া করে তুমি আস্তে হাঁটা।
সে ভবিষ্যতের জন্য অর্থ সঞ্চয় করছে।,সে ভবিষ্যৎ জন্য টাকা জমানো।
আমরা দীর্ঘ ভ্রমণে বিভিন্ন অঞ্চলের মানুষের জীবনযাত্রা লক্ষ্য করেছিলাম।,"বড় ভ্রমণ, অনেক মানুষ জীবন দেখা।"
আজ সকালে আমি বাসা থেকে বের হয়ে একটি সুন্দর রামধনু দেখেছি।,"আজ সকাল আমি বাড়ি থেকে বের হওয়া, সুন্দর রামধনু দেখা।"
তুমি দুপুরে অফিসে গিয়ে হালকা নাস্তা খাচ্ছ।,"তুমি দুপুর অফিস যাওয়া, হালকা নাস্তা খাওয়া।"
সে গতকাল তার বন্ধুকে গণিতের সমস্যা বুঝিয়ে দিয়েছিল।,সে গত কাল বন্ধু গণিত সমস্যা বোঝানো শেষ।
আমরা আগামী সপ্তাহে একটি ছোট প্রদর্শনী আয়োজন করব।,আগামী সপ্তাহ আমরা ছোট প্রদর্শনী আয়োজন করা।
আপনি কি এই মুহূর্তে রিপোর্টের শেষ অংশটি সম্পাদনা করছেন?,আপনি এখন রিপোর্ট শেষ অংশ ঠিক করা (প্রশ্ন)?
তারা নদীর পাড়ে বসে গল্প করতে করতে সময় কাটাচ্ছিল।,"তারা নদী পাড় বসা, গল্প করা, সময় কাটানো।"
আমি আজ নতুন একটি রান্নার উপকরণ চেষ্টা করেছি।,আজ আমি নতুন রান্না জিনিস চেষ্টা করা শেষ।
তুমি এত জোরে কথা বলছ যে সবাই শুনে ফেলছে।,"তুমি অনেক জোরে কথা বলা, সব মানুষ শোনা।"
সে ভবিষ্যতে নিজের একটি গবেষণাকেন্দ্র খুলতে চায়।,সে ভবিষ্যৎ নিজে গবেষণা কেন্দ্র খোলা ইচ্ছা।
আমরা বিকেলে মাঠে গিয়ে ক্রিকেট খেলতে চেয়েছিলাম।,"আমরা বিকাল মাঠ যাওয়া, ক্রিকেট খেলা ইচ্ছা।"
আপনার গাড়ির ইঞ্জিন থেকে অদ্ভুত শব্দ আসছে।,আপনার গাড়ি ইঞ্জিন অদ্ভুত শব্দ আসা।
বাজারে আজ শীতলপাটি কারিগরদের কাজের প্রদর্শনী চলছে।,আজ বাজার শীতলপাটি কারিগর কাজ দেখানো চলা।
আমি লাইব্রেরিতে গিয়ে কয়েকটি পুরনো পাণ্ডুলিপি দেখেছি।,"আমি লাইব্রেরি যাওয়া, কিছু পুরোনো পাণ্ডুলিপি দেখা।"
তুমি কি আজ মনোযোগ ধরে রাখতে পারছ?,তুমি আজ মনোযোগ রাখা পারা (প্রশ্ন)?
সে তার অভিজ্ঞতা দিয়ে নতুনদের পরামর্শ দিচ্ছে।,সে অভিজ্ঞতা নতুন মানুষ পরামর্শ দেওয়া।
আমরা গত সপ্তাহে রক্তদান কর্মসূচিতে অংশ নিয়েছিলাম।,গত সপ্তাহ আমরা রক্ত দান কাজ অংশ নেওয়া।
আপনি চাইলে একটু চা নিয়ে আরাম করতে পারেন।,"আপনি ইচ্ছা চা খাওয়া, আরাম করা পারা।"
আজ আকাশে হালকা বৃষ্টি হবে বলে মনে হচ্ছে।,আজ আকাশ হালকা বৃষ্টি হওয়া মনে হয়।
আমি সকালে হাঁটতে গিয়ে অনেক পরিচিত মুখ দেখেছি।,"আমি সকাল হাঁটা সময়, অনেক চেনা মানুষ দেখা।"
তুমি কি তোমার মোবাইলের নেটওয়ার্ক ঠিক করেছ?,তুমি তোমার মোবাইল নেটওয়ার্ক ঠিক করা শেষ (প্রশ্ন)?
সে গতরাতে তার ভাইকে পড়াচ্ছিল।,সে গত রাত ভাই পড়া দেওয়া।
আমরা গত বছর বিজ্ঞান মেলাতে পুরস্কার পেয়েছিলাম।,গত বছর আমরা বিজ্ঞান মেলা পুরস্কার পাওয়া।
আপনার প্রতিবেশীরা আজ বাড়ির কাজ নিয়ে বেশ ব্যস্ত।,আপনার প্রতিবেশী আজ বাড়ি কাজ অনেক ব্যস্ত।
আমি নতুন দক্ষতা অর্জনের জন্য একটি অনলাইন কোর্স শুরু করেছি।,আমি নতুন কাজ শেখা জন্য অনলাইন ক্লাস শুরু করা শেষ।
তুমি কি আজ তোমার শিক্ষকের সঙ্গে কথা বলেছ?,তুমি আজ তোমার শিক্ষক সাথে কথা বলা শেষ (প্রশ্ন)?
সে মানুষের আবেগের প্রতি খুব সংবেদনশীল।,সে মানুষ আবেগ খুব অনুভব করা।
আমরা রাতে পরিবারের সঙ্গে একসঙ্গে খেতে বসব।,আমরা রাত পরিবার সাথে এক সাথে খাওয়া।
রাস্তায় ভেসে আসা গানের শব্দ সবাইকে আনন্দ দিচ্ছিল।,"রাস্তা গান শব্দ আসা, সব মানুষ খুশি।"
আপনি কি আজকের সভায় সংক্ষিপ্ত বক্তব্য দেবেন?,আপনি আজ সভা ছোট কথা বলা (প্রশ্ন)?
আমি নিজের অভ্যাসগুলো ঠিক করার চেষ্টা করছি।,আমি নিজে অভ্যাস ঠিক করা চেষ্টা করা।
তুমি আজ এত দেরি করে কেন এলেছ?,তুমি আজ এত দেরি আসা কেন?
সে গ্রামের মানুষের মাঝে স্বাস্থ্য সচেতনতা ছড়িয়ে দিচ্ছিল।,সে গ্রাম মানুষ স্বাস্থ্য জ্ঞান দেওয়া।
আমরা গতকাল পাহাড়ে সূর্যাস্ত দেখেছি।,আমরা গত কাল পাহাড় সূর্য ডোবা দেখা।
আপনার মা কি আজ বাজারে গিয়েছেন?,আপনার মা আজ বাজার যাওয়া শেষ (প্রশ্ন)?
বাড়ির সামনে একটি নতুন ফুল গাছ ফুটেছে।,বাড়ি সামনে নতুন ফুল গাছ ফুল ফোটা।
আমি ভবিষ্যতে নিজের ব্যবসা শুরু করতে চাই।,আমি ভবিষ্যৎ নিজে ব্যবসা শুরু করা ইচ্ছা।
তুমি তোমার বইগুলো বাক্সে গুছিয়ে রাখো।,তুমি তোমার বই বক্স গোছানো রাখা।
সে কাজ করতে করতে ছোট গান গুনগুন করছিল।,সে কাজ করা সময় হালকা গান করা।
আমরা ভ্রমণে গেলে স্থানীয় সংস্কৃতি জানতে চাই।,"আমরা ভ্রমণ যাওয়া, ওখানকার নিয়ম জানা ইচ্ছা।"
আপনার মতামত আমাদের সিদ্ধান্তে বড় ভূমিকা রাখবে।,আপনার কথা আমাদের সিদ্ধান্ত অনেক কাজ করা।
আমি প্রতিদিন সকালে কিছুক্ষণ মেডিটেশন করি।,আমি প্রতিদিন সকাল অল্প সময় ধ্যান করা।
তুমি কি তোমার পুরনো বন্ধুর সঙ্গে যোগাযোগ করেছ?,তুমি তোমার পুরোনো বন্ধু সাথে কথা বলা শেষ (প্রশ্ন)?
সে শহরে নতুন চাকরি পেয়ে সেখানে যাচ্ছে।,"সে শহর নতুন চাকরি পাওয়া, ওখানে যাওয়া।"
আমরা আজ নদীর ধারে হাঁটতে গিয়েছিলাম।,আজ আমরা নদী ধার হাঁটা যাওয়া।
আপনি আজ খুব ক্লান্ত দেখাচ্ছেন।,আপনি আজ অনেক ক্লান্ত দেখা।
আমি নিয়মিত ব্যায়াম না করলে দুর্বল বোধ করি।,"আমি প্রতিদিন ব্যায়াম না করা, দুর্বল লাগা।"
তুমি কি আজ তোমার প্রিয় খাবার রান্না করেছ?,তুমি আজ তোমার প্রিয় খাবার রান্না করা শেষ (প্রশ্ন)?
সে তার ভুল স্বীকার করে সমস্যার সমাধান করেছে।,"সে ভুল বলা, সমস্যা সমাধান করা শেষ।"
আমরা সন্ধ্যায় একটি অনলাইন আলোচনা সভায় যোগ দিচ্ছি।,আমরা সন্ধ্যা অনলাইন সভা অংশ নেওয়া।
আপনার ছোট বাচ্চাটি বেশ হাসিখুশি।,আপনার ছোট বাচ্চা অনেক হাসিখুশি।
আমি আজ দুপুরে ফল খেয়েছি।,আজ দুপুর আমি ফল খাওয়া শেষ।
তুমি কি তোমার অ্যাসাইনমেন্ট সম্পন্ন করেছ?,তুমি তোমার কাজ শেষ করা (প্রশ্ন)?
সে কর্মক্ষেত্রে নতুন প্রকল্পের দায়িত্ব নিয়েছে।,সে কাজ জায়গা নতুন প্রজেক্ট দায়িত্ব নেওয়া।
আমরা ছুটির দিনে পার্কে হাঁটাহাঁটি করেছিলাম।,আমরা ছুটি দিন পার্ক হাঁটা।
আপনার ছেলেটি খুব মনোযোগ দিয়ে পড়াশোনা করছে।,আপনার ছেলে অনেক মনোযোগ পড়াশোনা করা।
আমি প্রকৃতির শব্দ শুনতে পছন্দ করি।,আমি প্রকৃতি শব্দ শোনা পছন্দ করা।
তুমি কি আজ একটু বেশি চাপ অনুভব করছ?,তুমি আজ বেশি চাপ অনুভব করা (প্রশ্ন)?
সে সকালে যোগব্যায়াম করে।,সে সকাল ব্যায়াম করা।
আমরা শিল্প প্রদর্শনীতে গিয়ে অনেক নতুন কাজ দেখেছিলাম।,"আমরা শিল্প প্রদর্শনী যাওয়া, অনেক নতুন কাজ দেখা।"
আপনার বাড়ির সামনে আজ বেশ শান্ত পরিবেশ।,আপনার বাড়ি সামনে আজ খুব শান্ত।
আমি নিয়মিত আন্তর্জাতিক খবর দেখি।,আমি প্রতিদিন আন্তর্জাতিক খবর দেখা।
তুমি কি আজ যথেষ্ট পানি খেয়েছ?,তুমি আজ ঠিক মতো পানি খাওয়া শেষ (প্রশ্ন)?
সে পরিবেশ রক্ষায় নিয়মিত গাছ লাগায়।,সে পরিবেশ বাঁচানো নিয়মিত গাছ লাগানো।
আমরা গতরাতে দেরি করে কথা বলছিলাম।,গত রাত আমরা দেরি করে কথা বলা।
আপনি কি চিকিৎসকের নির্দেশ মেনে চলছেন?,আপনি ডাক্তার কথা মানা (প্রশ্ন)?
আমি সপ্তাহের পরিকল্পনা সাজাচ্ছি।,আমি সপ্তাহ পরিকল্পনা তৈরি করা।
তুমি কি সফটওয়্যার আপডেট করেছ?,তুমি সফটওয়্যার আপডেট করা শেষ (প্রশ্ন)?
সে বাচ্চাদের গল্প শোনাতে খুব আনন্দ পায়।,সে বাচ্চা গল্প বলা অনেক খুশি।
আমরা বাসে করে শহরের বাইরে যাচ্ছি।,আমরা বাস শহর বাইরে যাওয়া।
আপনার বাসার কাছের রাস্তাটি সংস্কার করা হচ্ছে।,আপনার বাড়ি কাছে রাস্তা ঠিক করা।
আমি ভবিষ্যতের জন্য কিছু টাকা আলাদা করে রাখছি।,আমি ভবিষ্যৎ জন্য কিছু টাকা জমানো।
তুমি কি নতুন হেয়ারকাট করিয়েছ?,তুমি নতুন চুল কাটা শেষ (প্রশ্ন)?
সে ট্রেন ধরার জন্য দ্রুত হাঁটছিল।,সে ট্রেন ধরা জন্য দ্রুত হাঁটা।
আমরা রাতে আকাশে তারা দেখছিলাম।,আমরা রাত আকাশ তারা দেখা।
আপনার বক্তৃতা মানুষকে খুব অনুপ্রাণিত করেছে।,আপনার কথা মানুষ অনেক উৎসাহ পাওয়া।
আমি মন ভালো করার জন্য কিছুক্ষণ গান শুনেছি।,আমি মন ভালো করা জন্য অল্প সময় গান শোনা।
তুমি কেন সেই সিদ্ধান্ত নিয়েছিলে তা এখনো পরিষ্কার নয়।,"তুমি কেন ওই সিদ্ধান্ত নেওয়া, আমি জানি না।"
সে আজ অফিসে দলীয় পরিকল্পনা তৈরি করছে।,সে আজ অফিস দল পরিকল্পনা তৈরি করা।
আমরা চায়ের দোকানে হাসাহাসি করছিলাম।,আমরা চা দোকান হাসি-খুশি করা।
আপনার স্বাস্থ্যের উন্নতি আজ আরও ভালো মনে হচ্ছে।,আপনার শরীর আজ ভালো মনে হয়।
আমি আগামীকাল নতুন একটি জায়গায় যেতে চাই।,আগামীকাল আমি নতুন জায়গা যাওয়া ইচ্ছা।
তুমি কি আজ রিপোর্টটি জমা দিয়েছ?,তুমি আজ রিপোর্ট জমা দেওয়া শেষ (প্রশ্ন)?
সে সকালে সংবাদ শুনে দেশের পরিস্থিতির খোঁজ নিয়েছে।,"সে সকাল খবর শোনা, দেশ অবস্থা জানা।"
আমরা সামাজিক সচেতনতা বিষয়ক একটি অনুষ্ঠান আয়োজন করেছি।,আমরা সমাজ সচেতনতা অনুষ্ঠান আয়োজন করা।
আপনার পরামর্শ আমাদের কাজে লাগবে।,আপনার পরামর্শ আমাদের কাজ আসা।
আমি নতুন কিছু শিখলে খুব আনন্দ অনুভব করি।,আমি নতুন কিছু শেখা অনেক খুশি লাগা।
তুমি কি তখনো বাসে যাত্রা করছিলে?,তুমি তখন বাস যাওয়া (প্রশ্ন)?
সে আজ ম্যারাথনে দৌড়াচ্ছে।,সে আজ ম্যারাথন দৌড়ানো।
আমরা শহরের ট্রাফিক পরিস্থিতি নিয়ে আলোচনা করেছি।,আমরা শহর ট্রাফিক অবস্থা আলোচনা করা।
আপনার পরিবার খুব অতিথিপরায়ণ।,আপনার পরিবার মেহমান পছন্দ করা।
আমি কখনো সমুদ্রের গভীর নীল রং এত স্পষ্ট দেখিনি।,আমি আগে সমুদ্র নীল রঙ এত পরিষ্কার দেখা না।
তুমি কি তোমার ভুলের জন্য দুঃখিত?,তুমি তোমার ভুল জন্য দুঃখিত (প্রশ্ন)?
সে আগামী সপ্তাহে তার গবেষণা প্রতিবেদন জমা দেবে।,আগামী সপ্তাহ সে গবেষণা রিপোর্ট জমা দেওয়া।
আমরা বৃষ্টির মধ্যে হাঁটতে দারুণ উপভোগ করেছি।,আমরা বৃষ্টি মধ্যে হাঁটা অনেক আনন্দ পাওয়া।
আপনার ব্যাগটি নিরাপদ স্থানে রাখুন।,আপনার ব্যাগ ভালো জায়গা রাখা।
আমি নতুন চাকরির সাক্ষাৎকার নিয়ে চিন্তিত বোধ করছি।,আমি নতুন চাকরি ইন্টারভিউ চিন্তা করা।
তুমি দয়া করে একটু ধীরে কথা বলো।,তুমি দয়া করে আস্তে কথা বলা।
সে নিয়মিত সঞ্চয় করে ভবিষ্যতের পরিকল্পনা করছে।,"সে প্রতিদিন টাকা জমানো, ভবিষ্যৎ পরিকল্পনা করা।"
আমরা দীর্ঘ ভ্রমণে বিভিন্ন মানুষের জীবনের গল্প শুনেছিলাম।,"অনেক বড় ভ্রমণ, অনেক মানুষ জীবন গল্প শোনা।"
আজ সকালে আমি একটু দেরিতে ঘুম থেকে উঠেছি।,আজ সকাল আমি অল্প দেরি ঘুম থেকে ওঠা।
তুমি কি গতকাল বাজার থেকে চাল এনেছিলে?,তুমি গত কাল বাজার থেকে চাল আনা শেষ (প্রশ্ন)?
"সে নিয়মিত ব্যায়াম করে, তাই তার শরীর ভালো থাকে।","সে প্রতিদিন ব্যায়াম করা, শরীর ভালো থাকা।"
আমাদের স্কুলে আগামী সপ্তাহে বার্ষিক ক্রীড়া প্রতিযোগিতা হবে।,আগামী সপ্তাহ আমাদের স্কুল বছর খেলা প্রতিযোগিতা হবে।
"আমি যখন রান্না করছিলাম, তখন হঠাৎ বিদ্যুৎ চলে গেল।","আমি রান্না করা সময়, হঠাৎ বিদ্যুৎ যাওয়া।"
তারা নতুন এক আন্তর্জাতিক প্রকল্পে অংশ নেওয়ার সিদ্ধান্ত নিয়েছে।,তারা নতুন আন্তর্জাতিক প্রজেক্ট অংশ নিতে সিদ্ধান্ত শেষ।
তুমি চাইলে আমার সাথে বইমেলায় যেতে পারো।,"তুমি ইচ্ছা, আমার সাথে বইমেলা যাওয়া পারা।"
কাল রাতে তীব্র বৃষ্টির কারণে রাস্তা পুরো ভিজে গিয়েছিল।,"গত রাত অনেক বৃষ্টি, রাস্তা সব ভেজা।"
মা আজ দুপুরে ভাত আর মুরগির ঝোল রান্না করবেন।,আজ দুপুর মা ভাত মুরগি মাংস রান্না করবে।
আমি চা খেতে খেতে খবরের কাগজ পড়ছিলাম।,আমি চা খাওয়া সাথে খবর কাগজ পড়া।
"সে যে সুযোগ পেয়েছিল, তা সে আর কারো সাথে ভাগ করতে চায়নি।","সে সুযোগ পাওয়া, অন্য মানুষ ভাগ না ইচ্ছা।"
তুমি এত দ্রুত দৌড়াও কেন?,তুমি এত দ্রুত দৌড়ানো কেন?
ট্রেন ধীরে ধীরে প্ল্যাটফর্মের দিকে এগিয়ে আসছিল।,ট্রেন আস্তে আস্তে প্ল্যাটফর্ম দিকে আসা।
আমরা আজ শহরের একটি পুরোনো গ্রন্থাগার ঘুরে দেখেছি।,আজ আমরা শহর এক পুরোনো লাইব্রেরি দেখা শেষ।
"তুমি যদি মনোযোগ দাও, তবে জটিল সমস্যাটাও সমাধান করতে পারবে।","তুমি মন দেওয়া, কঠিন সমস্যা সমাধান পারা।"
আমি শেখার জন্য নিজের মতো করে নোট তৈরি করি।,আমি শেখা জন্য নিজে নোট তৈরি করা।
সে বিদেশে পড়াশোনা করতে চায়।,সে বিদেশ পড়াশোনা ইচ্ছা।
তোমরা কি আগামী মাসে ভ্রমণে যাবে?,তোমরা আগামী মাস ভ্রমণ যাবে (প্রশ্ন)?
শিক্ষকের দেওয়া কাজটি আমি এখনো শেষ করতে পারিনি।,"শিক্ষক দেওয়া কাজ, আমি এখনো শেষ না।"
দোকানদার বলল ছয়টার পর দোকান বন্ধ হয়ে যাবে।,"দোকানদার বলা, সময় ৬ পর দোকান বন্ধ।"
"তারা যেসব নীতি পরিবর্তন করেছে, তা দেশের জন্য গুরুত্বপূর্ণ।","তারা নিয়ম পরিবর্তন করা, দেশ জন্য জরুরি।"
আমি তোমাকে বারবার বলেছি সময়মতো কাজ শেষ করতে।,"আমি তোমাকে অনেকবার বলা, সময় ঠিক কাজ শেষ।"
আজ রাস্তায় অস্বাভাবিকভাবে কম যানজট ছিল।,আজ রাস্তা জ্যাম খুব কম।
শিশুটি আনন্দে লাফাচ্ছিল।,শিশু আনন্দ লাফানো।
"আমি যখন হাঁটছিলাম, তখন হঠাৎ এক পুরোনো বন্ধুর সঙ্গে দেখা হলো।","আমি হাঁটা সময়, হঠাৎ পুরোনো বন্ধু দেখা।"
সে আমাকে জানাল যে সে নতুন চাকরি পেয়েছে।,"সে আমাকে বলা, সে নতুন চাকরি পাওয়া।"
তুমি কি সবজি ধুয়ে রেখেছ?,তুমি সবজি ধোয়া শেষ (প্রশ্ন)?
এই সমস্যার সমাধান করতে হলে ধৈর্য ধরতে হবে।,এই সমস্যা সমাধান জন্য ধৈর্য দরকার।
সবাই চুপ থাকায় কক্ষে এক ধরনের নীরবতা তৈরি হয়েছিল।,"সব মানুষ চুপ, ঘর পুরো শান্ত।"
চিঠিটি পড়ে আমার মনটা খারাপ হয়ে গেল।,"চিঠি পড়া, আমার মন খারাপ।"
তারা আগামী সপ্তাহে একটি নতুন দোকান খুলবে।,তারা আগামী সপ্তাহ নতুন দোকান খোলা করবে।
আমি গতকাল একটি ভালো সিনেমা দেখেছি।,আমি গত কাল এক ভালো সিনেমা দেখা শেষ।
তুমি কি আমাকে সাহায্য করতে পারবে?,তুমি আমাকে সাহায্য পারা (প্রশ্ন)?
"সে যেমন কথা বলে, তেমন কাজ করে না।","সে কথা বলা অনেক, কাজ করা না।"
আমি মনে করি তুমি সুযোগটি কাজে লাগানো উচিত।,"আমি ভাবি, তুমি সুযোগ ব্যবহার উচিত।"
আজ স্কুলে শিক্ষকরা নতুন পাঠ্যসূচি ঘোষণা করেছেন।,আজ স্কুল শিক্ষক নতুন সিলেবাস বলা।
বাচ্চারা পার্কে খেলতে খেলতে খুব আনন্দ পাচ্ছিল।,বাচ্চারা পার্ক খেলা অনেক আনন্দ।
বাজারে সবজির দাম আজ একটু কম ছিল।,আজ বাজার সবজি দাম একটু কম।
আমি সময় পেলে গান শুনি।,"আমি সময় পাওয়া, গান শোনা।"
সে প্রতিদিন সকালে দৌড়াতে যায়।,সে প্রতিদিন সকাল দৌড়ানো যাওয়া।
"আমরা যদি একসাথে কাজ করি, তাহলে আরও ভালো ফল পেতে পারি।","আমরা এক সাথে কাজ করা, ফল ভালো হবে।"
বাসটি এত ভিড় ছিল যে দাঁড়ানোর জায়গাও ছিল না।,"বাস অনেক ভিড়, দাঁড়ানো জায়গা নাই।"
আমি নতুন একটি রেসিপি শিখেছি।,আমি নতুন রান্না নিয়ম শেখা শেষ।
সে বলেছিল যে আজ বৃষ্টিপাত হতে পারে।,"সে বলা, আজ বৃষ্টি সম্ভাবনা।"
তুমি কি কখনো পাহাড়ে উঠেছ?,তুমি কখনো পাহাড় উপরে ওঠা শেষ (প্রশ্ন)?
ছাত্রছাত্রীরা পরীক্ষার আগে খুব চাপ অনুভব করছিল।,ছাত্রছাত্রী পরীক্ষা আগে অনেক চাপ অনুভব।
রাস্তায় হঠাৎ একটি কুকুর আমার সামনে এসে দাঁড়ায়।,রাস্তা হঠাৎ এক কুকুর আমার সামনে দাঁড়ানো।
দোকানে আজ নতুন বই এসেছে।,আজ দোকান নতুন বই আসা।
আমি কাল রাতে অনেকক্ষণ জেগে ছিলাম।,গত রাত আমি অনেক সময় জেগে থাকা।
সে ধীরে ধীরে সমস্যার সমাধান বের করার চেষ্টা করছিল।,সে আস্তে আস্তে সমস্যা সমাধান চেষ্টা করা।
"তুমি যখন কথা বলো, তখন সবাই চুপ করে শুনে।","তুমি কথা সময়, সব মানুষ চুপ শোনা।"
আজ বিকেলে আমরা ক্রিকেট খেলব।,আজ বিকাল আমরা ক্রিকেট খেলা করব।
বৃষ্টির পানি নেমে গিয়ে রাস্তায় কাদা জমেছে।,"বৃষ্টি পানি শেষ, রাস্তা কাদা জমা।"
"আমি আগে ভেবেছিলাম কাজটা সহজ হবে, কিন্তু পরে বুঝলাম কঠিন।","আমি আগে ভাবা কাজ সহজ, পরে বোঝা কঠিন।"
তারা আমাকে একটি গুরুত্বপূর্ণ খবর জানিয়েছে।,তারা আমাকে এক জরুরি খবর বলা।
"তুমি কি জানো, সে কোথায় গেছে?","তুমি জানা, সে কোথায় যাওয়া (প্রশ্ন)?"
মেঘলা আকাশ দেখে মনে হচ্ছিল আজ ঝড় হবে।,"আকাশ মেঘ দেখা, মনে হয় আজ ঝড় হবে।"
"আমি যেদিকেই তাকাই, শুধু শব্দ আর ভিড় দেখি।","আমি যেদিকে তাকানো, শুধু শব্দ আর ভিড়।"
সে সুযোগ পেলেই বই পড়ে।,"সে সুযোগ পাওয়া, বই পড়া।"
আমরা গতকাল রাতের খাবার বাইরে খেয়েছি।,আমরা গতকাল রাত খাবার বাইরে খাওয়া শেষ।
"তুমি যদি আগে জানতে, তাহলে এমন ভুল হতে না।","তুমি আগে জানা, এই ভুল না হওয়া।"
"সে কাজটি করতে চায়নি, কিন্তু বাধ্য হয়ে করেছে।","সে কাজ করা ইচ্ছা না, বাধ্য করা শেষ।"
রাস্তায় এক অজানা লোক আমাকে দিকনির্দেশনা চাইলো।,"রাস্তা অজানা মানুষ, আমাকে দিক জিজ্ঞাসা।"
আমি গত সপ্তাহে একটি নতুন ফোন কিনেছি।,গত সপ্তাহ আমি নতুন ফোন কেনা শেষ।
আমরা সবাই মিলে একটি পরিকল্পনা করেছি।,আমরা সব সাথে এক পরিকল্পনা করা শেষ।
শিশুটি ধীরে ধীরে হাঁটা শিখছে।,শিশু আস্তে আস্তে হাঁটা শিখা
ট্রেনে বসে বাইরে তাকালে সুন্দর দৃশ্য দেখা যায়।,"ট্রেন বসা, বাইরে তাকানো, সুন্দর দৃশ্য।"
"তুমি যে ভুলটা করলে, তা আর যেন না হয়।","তুমি ভুল করা, আর না হওয়া।"
তারা বলেছে আগামীকাল থেকে নতুন নিয়ম চালু হবে।,"তারা বলা, আগামীকাল নতুন নিয়ম শুরু।"
আমি নিজের মতো করে সময় ভাগ করি।,আমি সময় নিজের মতো ভাগ করা।
দোকানে ঢুকতেই সুগন্ধি ভেসে এল।,"দোকান ঢোকা, মিষ্টি গন্ধ আসা।"
সে সবার সামনে নিজের কাজের প্রশংসা শুনে লাজুক হাসি দিল।,"সব মানুষ সামনে, সে প্রশংসা শোনা, লজ্জা হাসি।"
আমি ভেবেছিলাম তুমি আজ আসবে না।,"আমি ভাবা, তুমি আজ আসা না।"
"তারা যে সিদ্ধান্ত নিয়েছে, তা খুব বিচক্ষণ।","তারা সিদ্ধান্ত নেওয়া, খুব বুদ্ধিমান।"
"আমি যখন পড়ছিলাম, তখন খুব মনোযোগী ছিলাম।","আমি পড়া সময়, খুব মনোযোগ।"
তুমি কি এই সমস্যাটি ব্যাখ্যা করতে পারবে?,তুমি এই সমস্যা পরিষ্কার পারা (প্রশ্ন)?
সে আমাকে দেখে হাত নেড়ে শুভেচ্ছা জানাল।,"সে আমাকে দেখা, হাত নাড়ানো সালাম/স্বাগতম।"
আমি স্কুলে যাওয়ার পথে একটি ফুল কুড়িয়ে পেয়েছি।,"আমি স্কুল রাস্তা যাওয়া, এক ফুল পাওয়া।"
তারা পরিকল্পনা করছে বিদেশ ভ্রমণে যাওয়ার।,তারা বিদেশ ভ্রমণ পরিকল্পনা করা।
